activity	subject	variable	mean
walking_upstairs	19	fBodyGyroscopeMeanFrequencyZ	-0.15202952495
walking_upstairs	19	fBodyAccelerationMagnitudeMean	-0.07962876322
walking_upstairs	19	fBodyAccelerationMagnitudeStd	-0.368253499
walking_upstairs	19	fBodyAccelerationMagnitudeMeanFrequency	0.1670048042575
walking_upstairs	19	fBodyBodyAccelerationJerkMagnitudeMean	-0.187391317015
walking_upstairs	19	fBodyBodyAccelerationJerkMagnitudeStd	-0.43467125
walking_upstairs	19	fBodyBodyAccelerationJerkMagnitudeMeanFrequency	0.296851347275
walking_upstairs	19	fBodyBodyGyroscopeMagnitudeMean	-0.28884026785
walking_upstairs	19	fBodyBodyGyroscopeMagnitudeStd	-0.3771327525
walking_upstairs	19	fBodyBodyGyroscopeMagnitudeMeanFrequency	0.0750700310425
walking_upstairs	19	fBodyBodyGyroscopeJerkMagnitudeMean	-0.4771839145
walking_upstairs	19	fBodyBodyGyroscopeJerkMagnitudeStd	-0.58828966075
walking_upstairs	19	fBodyBodyGyroscopeJerkMagnitudeMeanFrequency	0.260346441375
walking_upstairs	19	tBodyAccelerationMeanPLUSGravity	0.0217096617725
walking_upstairs	19	tBodyAccelerationJerkMeanPLUSGravityMean	0.00585621357499999
walking_upstairs	19	tBodyGyroscopeMeanPLUSGravityMean	-0.235635805125
walking_upstairs	19	tBodyGyroscopeJerkMeanPLUSGravityMean	-0.004332930875
walking_upstairs	19	XPLUSGravityMean	-0.54383051775
walking_upstairs	19	YPLUSGravityMean	0.3529176155
walking_upstairs	19	ZPLUSGravityMean	0.1793526235
walking_upstairs	20	tBodyAccelerationMeanX	0.252098317156863
walking_upstairs	20	tBodyAccelerationMeanY	-0.0282258047588235
walking_upstairs	20	tBodyAccelerationMeanZ	-0.121023947784314
walking_upstairs	20	tBodyAccelerationStdX	-0.116088676011765
walking_upstairs	20	tBodyAccelerationStdY	0.15219632835098
walking_upstairs	20	tBodyAccelerationStdZ	-0.229249455098039
walking_upstairs	20	tGravityAccelerationMeanX	0.777095717058824
walking_upstairs	20	tGravityAccelerationMeanY	-0.479894842941176
walking_upstairs	20	tGravityAccelerationMeanZ	-0.130117634791765
walking_upstairs	20	tGravityAccelerationStdX	-0.931405014313725
walking_upstairs	20	tGravityAccelerationStdY	-0.92459435372549
walking_upstairs	20	tGravityAccelerationStdZ	-0.904064093529412
walking_upstairs	20	tBodyAccelerationJerkMeanX	0.0836451256901961
walking_upstairs	20	tBodyAccelerationJerkMeanY	0.00659982629803922
walking_upstairs	20	tBodyAccelerationJerkMeanZ	-0.024542099304902
walking_upstairs	20	tBodyAccelerationJerkStdX	-0.185695388078431
walking_upstairs	20	tBodyAccelerationJerkStdY	-0.260789711588235
walking_upstairs	20	tBodyAccelerationJerkStdZ	-0.513641207058824
walking_upstairs	20	tBodyGyroscopeMeanX	0.0659193258862745
walking_upstairs	20	tBodyGyroscopeMeanY	-0.174650964745098
walking_upstairs	20	tBodyGyroscopeMeanZ	0.058701941845098
walking_upstairs	20	tBodyGyroscopeStdX	-0.492701193921569
walking_upstairs	20	tBodyGyroscopeStdY	-0.104722161186078
walking_upstairs	20	tBodyGyroscopeStdZ	0.184119332796078
walking_upstairs	20	tBodyGyroscopeJerkMeanX	-0.148389168870392
walking_upstairs	20	tBodyGyroscopeJerkMeanY	-0.0189816250372549
walking_upstairs	20	tBodyGyroscopeJerkMeanZ	-0.0518985451176471
walking_upstairs	20	tBodyGyroscopeJerkStdX	-0.471107678431373
walking_upstairs	20	tBodyGyroscopeJerkStdY	-0.393988623529412
walking_upstairs	20	tBodyGyroscopeJerkStdZ	-0.253867089670588
walking_upstairs	20	tBodyAccelerationMagnitudeMean	0.00872502461176471
walking_upstairs	20	tBodyAccelerationMagnitudeStd	-0.198269718823529
walking_upstairs	20	tGravityAccelerationMagnitudeMean	0.00872502461176471
walking_upstairs	20	tGravityAccelerationMagnitudeStd	-0.198269718823529
walking_upstairs	20	tBodyAccelerationJerkMagnitudeMean	-0.255611242098039
walking_upstairs	20	tBodyAccelerationJerkMagnitudeStd	-0.239444370019608
walking_upstairs	20	tBodyGyroscopeMagnitudeMean	0.0223302538235294
walking_upstairs	20	tBodyGyroscopeMagnitudeStd	-0.253929985803922
walking_upstairs	20	tBodyGyroscopeJerkMagnitudeMean	-0.37192841627451
walking_upstairs	20	tBodyGyroscopeJerkMagnitudeStd	-0.455396068627451
walking_upstairs	20	fBodyAccelerationMeanX	-0.140439074776471
walking_upstairs	20	fBodyAccelerationMeanY	-0.0293832440223529
walking_upstairs	20	fBodyAccelerationMeanZ	-0.318431522156863
walking_upstairs	20	fBodyAccelerationStdX	-0.108444759592157
walking_upstairs	20	fBodyAccelerationStdY	0.16454675022549
walking_upstairs	20	fBodyAccelerationStdZ	-0.242438965196078
walking_upstairs	20	fBodyAccelerationMeanFrequencyX	-0.448492302764706
walking_upstairs	20	fBodyAccelerationMeanFrequencyY	-0.155662086254902
walking_upstairs	20	fBodyAccelerationMeanFrequencyZ	-0.109083616015431
walking_upstairs	20	fBodyAccelerationJerkMeanX	-0.256162264623529
walking_upstairs	20	fBodyAccelerationJerkMeanY	-0.312161098966667
walking_upstairs	20	fBodyAccelerationJerkMeanZ	-0.492755895098039
walking_upstairs	20	fBodyAccelerationJerkStdX	-0.187090779486275
walking_upstairs	20	fBodyAccelerationJerkStdY	-0.255008282372549
walking_upstairs	20	fBodyAccelerationJerkStdZ	-0.533201712745098
walking_upstairs	20	fBodyAccelerationJerkMeanFrequencyX	-0.475001504117647
walking_upstairs	20	fBodyAccelerationJerkMeanFrequencyY	-0.55340726627451
walking_upstairs	20	fBodyAccelerationJerkMeanFrequencyZ	-0.448063672745098
walking_upstairs	20	fBodyGyroscopeMeanX	-0.372684353921569
walking_upstairs	20	fBodyGyroscopeMeanY	-0.162341385629412
walking_upstairs	20	fBodyGyroscopeMeanZ	0.115076640798039
walking_upstairs	20	fBodyGyroscopeStdX	-0.532021733921569
walking_upstairs	20	fBodyGyroscopeStdY	-0.079046721372549
walking_upstairs	20	fBodyGyroscopeStdZ	0.095476833245098
walking_upstairs	20	fBodyGyroscopeMeanFrequencyX	-0.157268645741765
walking_upstairs	20	fBodyGyroscopeMeanFrequencyY	-0.260134951568627
walking_upstairs	20	fBodyGyroscopeMeanFrequencyZ	-0.268367738086275
walking_upstairs	20	fBodyAccelerationMagnitudeMean	-0.205009295196078
walking_upstairs	20	fBodyAccelerationMagnitudeStd	-0.320241012294118
walking_upstairs	20	fBodyAccelerationMagnitudeMeanFrequency	0.0274686447058824
walking_upstairs	20	fBodyBodyAccelerationJerkMagnitudeMean	-0.215014031556863
walking_upstairs	20	fBodyBodyAccelerationJerkMagnitudeStd	-0.280450026862745
walking_upstairs	20	fBodyBodyAccelerationJerkMagnitudeMeanFrequency	-0.0202231093223529
walking_upstairs	20	fBodyBodyGyroscopeMagnitudeMean	-0.286627716823529
walking_upstairs	20	fBodyBodyGyroscopeMagnitudeStd	-0.360948341823529
walking_upstairs	20	fBodyBodyGyroscopeMagnitudeMeanFrequency	0.00461127344235294
walking_upstairs	20	fBodyBodyGyroscopeJerkMagnitudeMean	-0.450393446470588
walking_upstairs	20	fBodyBodyGyroscopeJerkMagnitudeStd	-0.50282154372549
walking_upstairs	20	fBodyBodyGyroscopeJerkMagnitudeMeanFrequency	0.119029196719608
walking_upstairs	20	tBodyAccelerationMeanPLUSGravity	0.00577248834509804
walking_upstairs	20	tBodyAccelerationJerkMeanPLUSGravityMean	-0.0550380312745098
walking_upstairs	20	tBodyGyroscopeMeanPLUSGravityMean	-0.321605242941176
walking_upstairs	20	tBodyGyroscopeJerkMeanPLUSGravityMean	0.0935845972392157
walking_upstairs	20	XPLUSGravityMean	-0.472420544509804
walking_upstairs	20	YPLUSGravityMean	0.42476122745098
walking_upstairs	20	ZPLUSGravityMean	0.114237177876471
walking_upstairs	21	tBodyAccelerationMeanX	0.265194544680851
walking_upstairs	21	tBodyAccelerationMeanY	-0.0237218695148936
walking_upstairs	21	tBodyAccelerationMeanZ	-0.125414265340426
walking_upstairs	21	tBodyAccelerationStdX	-0.240808282276596
walking_upstairs	21	tBodyAccelerationStdY	0.109787469104255
walking_upstairs	21	tBodyAccelerationStdZ	-0.219707928574468
walking_upstairs	21	tGravityAccelerationMeanX	0.781177210851064
walking_upstairs	21	tGravityAccelerationMeanY	-0.432309617446809
walking_upstairs	21	tGravityAccelerationMeanZ	-0.309735038510638
walking_upstairs	21	tGravityAccelerationStdX	-0.940911635531915
walking_upstairs	21	tGravityAccelerationStdY	-0.941523624255319
walking_upstairs	21	tGravityAccelerationStdZ	-0.932716253829787
walking_upstairs	21	tBodyAccelerationJerkMeanX	0.104034223065957
walking_upstairs	21	tBodyAccelerationJerkMeanY	-0.0156290073042553
walking_upstairs	21	tBodyAccelerationJerkMeanZ	-0.0360115472978723
walking_upstairs	21	tBodyAccelerationJerkStdX	-0.424052014680851
walking_upstairs	21	tBodyAccelerationJerkStdY	-0.203209665702128
walking_upstairs	21	tBodyAccelerationJerkStdZ	-0.562052350212766
walking_upstairs	21	tBodyGyroscopeMeanX	0.062608688893617
walking_upstairs	21	tBodyGyroscopeMeanY	-0.155622431382979
walking_upstairs	21	tBodyGyroscopeMeanZ	-0.00546829763829787
walking_upstairs	21	tBodyGyroscopeStdX	-0.53190941893617
walking_upstairs	21	tBodyGyroscopeStdY	-0.463136841489362
walking_upstairs	21	tBodyGyroscopeStdZ	0.0517155421740426
walking_upstairs	21	tBodyGyroscopeJerkMeanX	-0.144351492595745
walking_upstairs	21	tBodyGyroscopeJerkMeanY	-0.0132022768074468
walking_upstairs	21	tBodyGyroscopeJerkMeanZ	-0.00694066389361702
walking_upstairs	21	tBodyGyroscopeJerkStdX	-0.573541839148936
walking_upstairs	21	tBodyGyroscopeJerkStdY	-0.604469603617021
walking_upstairs	21	tBodyGyroscopeJerkStdZ	-0.564149244893617
walking_upstairs	21	tBodyAccelerationMagnitudeMean	-0.0810453188106383
walking_upstairs	21	tBodyAccelerationMagnitudeStd	-0.278474283829787
walking_upstairs	21	tGravityAccelerationMagnitudeMean	-0.0810453188106383
walking_upstairs	21	tGravityAccelerationMagnitudeStd	-0.278474283829787
walking_upstairs	21	tBodyAccelerationJerkMagnitudeMean	-0.355047693617021
walking_upstairs	21	tBodyAccelerationJerkMagnitudeStd	-0.404183875893617
walking_upstairs	21	tBodyGyroscopeMagnitudeMean	-0.168982721146809
walking_upstairs	21	tBodyGyroscopeMagnitudeStd	-0.420236002514894
walking_upstairs	21	tBodyGyroscopeJerkMagnitudeMean	-0.577935642978723
walking_upstairs	21	tBodyGyroscopeJerkMagnitudeStd	-0.647723419148936
walking_upstairs	21	fBodyAccelerationMeanX	-0.319169340234043
walking_upstairs	21	fBodyAccelerationMeanY	0.0221598658106383
walking_upstairs	21	fBodyAccelerationMeanZ	-0.321712974042553
walking_upstairs	21	fBodyAccelerationStdX	-0.213184048
walking_upstairs	21	fBodyAccelerationStdY	0.0823434279595745
walking_upstairs	21	fBodyAccelerationStdZ	-0.22716417293617
walking_upstairs	21	fBodyAccelerationMeanFrequencyX	-0.417990596617021
walking_upstairs	21	fBodyAccelerationMeanFrequencyY	-0.0961003618297872
walking_upstairs	21	fBodyAccelerationMeanFrequencyZ	-0.136431040812766
walking_upstairs	21	fBodyAccelerationJerkMeanX	-0.436839580425532
walking_upstairs	21	fBodyAccelerationJerkMeanY	-0.205067301297872
walking_upstairs	21	fBodyAccelerationJerkMeanZ	-0.519815170851064
walking_upstairs	21	fBodyAccelerationJerkStdX	-0.462972848723404
walking_upstairs	21	fBodyAccelerationJerkStdY	-0.261261053404255
walking_upstairs	21	fBodyAccelerationJerkStdZ	-0.603127367234043
walking_upstairs	21	fBodyAccelerationJerkMeanFrequencyX	-0.267817083638298
walking_upstairs	21	fBodyAccelerationJerkMeanFrequencyY	-0.297830831408511
walking_upstairs	21	fBodyAccelerationJerkMeanFrequencyZ	-0.395904943744681
walking_upstairs	21	fBodyGyroscopeMeanX	-0.446974007021277
walking_upstairs	21	fBodyGyroscopeMeanY	-0.446691581702128
walking_upstairs	21	fBodyGyroscopeMeanZ	-0.155762354829787
walking_upstairs	21	fBodyGyroscopeStdX	-0.560968048723404
walking_upstairs	21	fBodyGyroscopeStdY	-0.478299637021277
walking_upstairs	21	fBodyGyroscopeStdZ	0.0130916351042553
walking_upstairs	21	fBodyGyroscopeMeanFrequencyX	-0.144902649710638
walking_upstairs	21	fBodyGyroscopeMeanFrequencyY	-0.101887933444681
walking_upstairs	21	fBodyGyroscopeMeanFrequencyZ	-0.360449590021277
walking_upstairs	21	fBodyAccelerationMagnitudeMean	-0.257894449148936
walking_upstairs	21	fBodyAccelerationMagnitudeStd	-0.403357611702128
walking_upstairs	21	fBodyAccelerationMagnitudeMeanFrequency	0.029334838793617
walking_upstairs	21	fBodyBodyAccelerationJerkMagnitudeMean	-0.355443706553191
walking_upstairs	21	fBodyBodyAccelerationJerkMagnitudeStd	-0.47772185
walking_upstairs	21	fBodyBodyAccelerationJerkMagnitudeMeanFrequency	0.167901534925532
walking_upstairs	21	fBodyBodyGyroscopeMagnitudeMean	-0.475369886808511
walking_upstairs	21	fBodyBodyGyroscopeMagnitudeStd	-0.483407096425532
walking_upstairs	21	fBodyBodyGyroscopeMagnitudeMeanFrequency	-0.0184299309085106
walking_upstairs	21	fBodyBodyGyroscopeJerkMagnitudeMean	-0.628915748723404
walking_upstairs	21	fBodyBodyGyroscopeJerkMagnitudeStd	-0.700980410425532
walking_upstairs	21	fBodyBodyGyroscopeJerkMagnitudeMeanFrequency	0.20815593406383
walking_upstairs	21	tBodyAccelerationMeanPLUSGravity	-0.031592032893617
walking_upstairs	21	tBodyAccelerationJerkMeanPLUSGravityMean	-0.0664956520638298
walking_upstairs	21	tBodyGyroscopeMeanPLUSGravityMean	-0.217555238085106
walking_upstairs	21	tBodyGyroscopeJerkMeanPLUSGravityMean	0.1652581083
walking_upstairs	21	XPLUSGravityMean	-0.467414943829787
walking_upstairs	21	YPLUSGravityMean	0.386758519148936
walking_upstairs	21	ZPLUSGravityMean	0.241093136595745
walking_upstairs	22	tBodyAccelerationMeanX	0.248391534566667
walking_upstairs	22	tBodyAccelerationMeanY	-0.0268622561133333
walking_upstairs	22	tBodyAccelerationMeanZ	-0.117550861738095
walking_upstairs	22	tBodyAccelerationStdX	0.0835738640921429
walking_upstairs	22	tBodyAccelerationStdY	0.250067523738095
walking_upstairs	22	tBodyAccelerationStdZ	-0.109613216345238
walking_upstairs	22	tGravityAccelerationMeanX	0.889454382857143
walking_upstairs	22	tGravityAccelerationMeanY	-0.33682691
walking_upstairs	22	tGravityAccelerationMeanZ	-0.0957978990316667
walking_upstairs	22	tGravityAccelerationStdX	-0.94063384047619
walking_upstairs	22	tGravityAccelerationStdY	-0.941620221904762
walking_upstairs	22	tGravityAccelerationStdZ	-0.913153632142857
walking_upstairs	22	tBodyAccelerationJerkMeanX	0.0877172239047619
walking_upstairs	22	tBodyAccelerationJerkMeanY	0.0367082966285714
walking_upstairs	22	tBodyAccelerationJerkMeanZ	-0.033616970907381
walking_upstairs	22	tBodyAccelerationJerkStdX	-0.00853992680952381
walking_upstairs	22	tBodyAccelerationJerkStdY	-0.0575784544857143
walking_upstairs	22	tBodyAccelerationJerkStdZ	-0.471703304761905
walking_upstairs	22	tBodyGyroscopeMeanX	0.13497880785381
walking_upstairs	22	tBodyGyroscopeMeanY	-0.181458414495238
walking_upstairs	22	tBodyGyroscopeMeanZ	0.0157359244619048
walking_upstairs	22	tBodyGyroscopeStdX	-0.301491709628571
walking_upstairs	22	tBodyGyroscopeStdY	-0.489417908809524
walking_upstairs	22	tBodyGyroscopeStdZ	-0.157758060642857
walking_upstairs	22	tBodyGyroscopeJerkMeanX	-0.148450080695476
walking_upstairs	22	tBodyGyroscopeJerkMeanY	-0.0381312609738095
walking_upstairs	22	tBodyGyroscopeJerkMeanZ	-0.067457054547619
walking_upstairs	22	tBodyGyroscopeJerkStdX	-0.396699215238095
walking_upstairs	22	tBodyGyroscopeJerkStdY	-0.704255415
walking_upstairs	22	tBodyGyroscopeJerkStdZ	-0.515697758571429
walking_upstairs	22	tBodyAccelerationMagnitudeMean	0.210282608333333
walking_upstairs	22	tBodyAccelerationMagnitudeStd	-0.158757474833333
walking_upstairs	22	tGravityAccelerationMagnitudeMean	0.210282608333333
walking_upstairs	22	tGravityAccelerationMagnitudeStd	-0.158757474833333
walking_upstairs	22	tBodyAccelerationJerkMagnitudeMean	-0.0957840344357143
walking_upstairs	22	tBodyAccelerationJerkMagnitudeStd	-0.0876501605595238
walking_upstairs	22	tBodyGyroscopeMagnitudeMean	-0.1280319236
walking_upstairs	22	tBodyGyroscopeMagnitudeStd	-0.2025581772
walking_upstairs	22	tBodyGyroscopeJerkMagnitudeMean	-0.568111869047619
walking_upstairs	22	tBodyGyroscopeJerkMagnitudeStd	-0.675633024285714
walking_upstairs	22	fBodyAccelerationMeanX	-0.0553996485285714
walking_upstairs	22	fBodyAccelerationMeanY	0.13068653882619
walking_upstairs	22	fBodyAccelerationMeanZ	-0.228019952309524
walking_upstairs	22	fBodyAccelerationStdX	0.132048813464286
walking_upstairs	22	fBodyAccelerationStdY	0.230058772192857
walking_upstairs	22	fBodyAccelerationStdZ	-0.116753339559524
walking_upstairs	22	fBodyAccelerationMeanFrequencyX	-0.21396827747619
walking_upstairs	22	fBodyAccelerationMeanFrequencyY	-0.0343404000452381
walking_upstairs	22	fBodyAccelerationMeanFrequencyZ	-0.0330889778857143
walking_upstairs	22	fBodyAccelerationJerkMeanX	-0.0382449785166667
walking_upstairs	22	fBodyAccelerationJerkMeanY	-0.0751829281833333
walking_upstairs	22	fBodyAccelerationJerkMeanZ	-0.414448875714286
walking_upstairs	22	fBodyAccelerationJerkStdX	-0.0677978520178571
walking_upstairs	22	fBodyAccelerationJerkStdY	-0.106099613648095
walking_upstairs	22	fBodyAccelerationJerkStdZ	-0.528567802619048
walking_upstairs	22	fBodyAccelerationJerkMeanFrequencyX	0.0466071941261905
walking_upstairs	22	fBodyAccelerationJerkMeanFrequencyY	-0.270497675785714
walking_upstairs	22	fBodyAccelerationJerkMeanFrequencyZ	-0.161561379016667
walking_upstairs	22	fBodyGyroscopeMeanX	-0.19545699252381
walking_upstairs	22	fBodyGyroscopeMeanY	-0.523943751666667
walking_upstairs	22	fBodyGyroscopeMeanZ	-0.199313066142857
walking_upstairs	22	fBodyGyroscopeStdX	-0.338139776690476
walking_upstairs	22	fBodyGyroscopeStdY	-0.473882071666667
walking_upstairs	22	fBodyGyroscopeStdZ	-0.222431794690476
walking_upstairs	22	fBodyGyroscopeMeanFrequencyX	-0.203542110833333
walking_upstairs	22	fBodyGyroscopeMeanFrequencyY	-0.170789279261905
walking_upstairs	22	fBodyGyroscopeMeanFrequencyZ	-0.147429136850952
walking_upstairs	22	fBodyAccelerationMagnitudeMean	-0.0866905123880952
walking_upstairs	22	fBodyAccelerationMagnitudeStd	-0.334126221428571
walking_upstairs	22	fBodyAccelerationMagnitudeMeanFrequency	0.29374477
walking_upstairs	22	fBodyBodyAccelerationJerkMagnitudeMean	-0.0458020362119048
walking_upstairs	22	fBodyBodyAccelerationJerkMagnitudeStd	-0.151299835619048
walking_upstairs	22	fBodyBodyAccelerationJerkMagnitudeMeanFrequency	0.187559363004762
walking_upstairs	22	fBodyBodyGyroscopeMagnitudeMean	-0.369902
walking_upstairs	22	fBodyBodyGyroscopeMagnitudeStd	-0.234023031571429
walking_upstairs	22	fBodyBodyGyroscopeMagnitudeMeanFrequency	-0.224891603642857
walking_upstairs	22	fBodyBodyGyroscopeJerkMagnitudeMean	-0.667996003333333
walking_upstairs	22	fBodyBodyGyroscopeJerkMagnitudeStd	-0.70987053452381
walking_upstairs	22	fBodyBodyGyroscopeJerkMagnitudeMeanFrequency	0.263527183357143
walking_upstairs	22	tBodyAccelerationMeanPLUSGravity	0.0440866626738095
walking_upstairs	22	tBodyAccelerationJerkMeanPLUSGravityMean	-0.0592812958095238
walking_upstairs	22	tBodyGyroscopeMeanPLUSGravityMean	-0.312935454047619
walking_upstairs	22	tBodyGyroscopeJerkMeanPLUSGravityMean	0.0874484139761905
walking_upstairs	22	XPLUSGravityMean	-0.656388436904762
walking_upstairs	22	YPLUSGravityMean	0.317875941428571
walking_upstairs	22	ZPLUSGravityMean	0.0891294692238095
walking_upstairs	23	tBodyAccelerationMeanX	0.249995171031373
walking_upstairs	23	tBodyAccelerationMeanY	-0.0323844029237255
walking_upstairs	23	tBodyAccelerationMeanZ	-0.126890616782353
walking_upstairs	23	tBodyAccelerationStdX	-0.243887818513725
walking_upstairs	23	tBodyAccelerationStdY	0.0448435785868627
walking_upstairs	23	tBodyAccelerationStdZ	0.10080118935098
walking_upstairs	23	tGravityAccelerationMeanX	0.843438810196078
walking_upstairs	23	tGravityAccelerationMeanY	-0.214481808235294
walking_upstairs	23	tGravityAccelerationMeanZ	-0.35593445
walking_upstairs	23	tGravityAccelerationStdX	-0.933344481568627
walking_upstairs	23	tGravityAccelerationStdY	-0.910474557058824
walking_upstairs	23	tGravityAccelerationStdZ	-0.902065910392157
walking_upstairs	23	tBodyAccelerationJerkMeanX	0.0723649984647059
walking_upstairs	23	tBodyAccelerationJerkMeanY	0.039986286827451
walking_upstairs	23	tBodyAccelerationJerkMeanZ	0.0159234167843137
walking_upstairs	23	tBodyAccelerationJerkStdX	-0.365398622764706
walking_upstairs	23	tBodyAccelerationJerkStdY	-0.328225031
walking_upstairs	23	tBodyAccelerationJerkStdZ	-0.408094020392157
walking_upstairs	23	tBodyGyroscopeMeanX	0.0957940245941176
walking_upstairs	23	tBodyGyroscopeMeanY	-0.111564389137255
walking_upstairs	23	tBodyGyroscopeMeanZ	-0.0325557522333333
walking_upstairs	23	tBodyGyroscopeStdX	-0.550664576666667
walking_upstairs	23	tBodyGyroscopeStdY	-0.293681861176471
walking_upstairs	23	tBodyGyroscopeStdZ	-0.0317301153392157
walking_upstairs	23	tBodyGyroscopeJerkMeanX	-0.109913094117647
walking_upstairs	23	tBodyGyroscopeJerkMeanY	-0.0523943787039216
walking_upstairs	23	tBodyGyroscopeJerkMeanZ	-0.0924998531372549
walking_upstairs	23	tBodyGyroscopeJerkStdX	-0.548318881568627
walking_upstairs	23	tBodyGyroscopeJerkStdY	-0.493514122352941
walking_upstairs	23	tBodyGyroscopeJerkStdZ	-0.543765425882353
walking_upstairs	23	tBodyAccelerationMagnitudeMean	-0.0117536873784314
walking_upstairs	23	tBodyAccelerationMagnitudeStd	-0.271893714117647
walking_upstairs	23	tGravityAccelerationMagnitudeMean	-0.0117536873784314
walking_upstairs	23	tGravityAccelerationMagnitudeStd	-0.271893714117647
walking_upstairs	23	tBodyAccelerationJerkMagnitudeMean	-0.311143885098039
walking_upstairs	23	tBodyAccelerationJerkMagnitudeStd	-0.362708849411765
walking_upstairs	23	tBodyGyroscopeMagnitudeMean	-0.156527148792745
walking_upstairs	23	tBodyGyroscopeMagnitudeStd	-0.366732989313725
walking_upstairs	23	tBodyGyroscopeJerkMagnitudeMean	-0.504367150588235
walking_upstairs	23	tBodyGyroscopeJerkMagnitudeStd	-0.551275188627451
walking_upstairs	23	fBodyAccelerationMeanX	-0.272605689568627
walking_upstairs	23	fBodyAccelerationMeanY	-0.0769773944803922
walking_upstairs	23	fBodyAccelerationMeanZ	-0.070577489272549
walking_upstairs	23	fBodyAccelerationStdX	-0.234309548019608
walking_upstairs	23	fBodyAccelerationStdY	0.0380597405498039
walking_upstairs	23	fBodyAccelerationStdZ	0.104508755759412
walking_upstairs	23	fBodyAccelerationMeanFrequencyX	-0.416950400284314
walking_upstairs	23	fBodyAccelerationMeanFrequencyY	-0.188068413803922
walking_upstairs	23	fBodyAccelerationMeanFrequencyZ	-0.20350714824902
walking_upstairs	23	fBodyAccelerationJerkMeanX	-0.365642513176471
walking_upstairs	23	fBodyAccelerationJerkMeanY	-0.326236287627451
walking_upstairs	23	fBodyAccelerationJerkMeanZ	-0.346605238039216
walking_upstairs	23	fBodyAccelerationJerkStdX	-0.424877553333333
walking_upstairs	23	fBodyAccelerationJerkStdY	-0.380894442941176
walking_upstairs	23	fBodyAccelerationJerkStdZ	-0.46895638372549
walking_upstairs	23	fBodyAccelerationJerkMeanFrequencyX	-0.278707884980392
walking_upstairs	23	fBodyAccelerationJerkMeanFrequencyY	-0.357319836562745
walking_upstairs	23	fBodyAccelerationJerkMeanFrequencyZ	-0.443171315294118
walking_upstairs	23	fBodyGyroscopeMeanX	-0.430239229235294
walking_upstairs	23	fBodyGyroscopeMeanY	-0.290447408901961
walking_upstairs	23	fBodyGyroscopeMeanZ	-0.163001294113725
walking_upstairs	23	fBodyGyroscopeStdX	-0.590430783921569
walking_upstairs	23	fBodyGyroscopeStdY	-0.301619977058824
walking_upstairs	23	fBodyGyroscopeStdZ	-0.0822521122215686
walking_upstairs	23	fBodyGyroscopeMeanFrequencyX	-0.0887030529117647
walking_upstairs	23	fBodyGyroscopeMeanFrequencyY	-0.136461407760784
walking_upstairs	23	fBodyGyroscopeMeanFrequencyZ	-0.413452415980392
walking_upstairs	23	fBodyAccelerationMagnitudeMean	-0.231382662235294
walking_upstairs	23	fBodyAccelerationMagnitudeStd	-0.410047643333333
walking_upstairs	23	fBodyAccelerationMagnitudeMeanFrequency	-0.0111619282254902
walking_upstairs	23	fBodyBodyAccelerationJerkMagnitudeMean	-0.302968064764706
walking_upstairs	23	fBodyBodyAccelerationJerkMagnitudeStd	-0.454324844901961
walking_upstairs	23	fBodyBodyAccelerationJerkMagnitudeMeanFrequency	0.148281880568627
walking_upstairs	23	fBodyBodyGyroscopeMagnitudeMean	-0.380388292223529
walking_upstairs	23	fBodyBodyGyroscopeMagnitudeStd	-0.470491576431373
walking_upstairs	23	fBodyBodyGyroscopeMagnitudeMeanFrequency	0.079223297227451
walking_upstairs	23	fBodyBodyGyroscopeJerkMagnitudeMean	-0.51871565
walking_upstairs	23	fBodyBodyGyroscopeJerkMagnitudeStd	-0.632659461568627
walking_upstairs	23	fBodyBodyGyroscopeJerkMagnitudeMeanFrequency	0.233770059509804
walking_upstairs	23	tBodyAccelerationMeanPLUSGravity	0.0310652768554902
walking_upstairs	23	tBodyAccelerationJerkMeanPLUSGravityMean	0.0332454765882353
walking_upstairs	23	tBodyGyroscopeMeanPLUSGravityMean	-0.311531826862745
walking_upstairs	23	tBodyGyroscopeJerkMeanPLUSGravityMean	0.0614662024705882
walking_upstairs	23	XPLUSGravityMean	-0.585360400392157
walking_upstairs	23	YPLUSGravityMean	0.232358364313726
walking_upstairs	23	ZPLUSGravityMean	0.277962284705882
walking_upstairs	24	tBodyAccelerationMeanX	0.269881106779661
walking_upstairs	24	tBodyAccelerationMeanY	-0.0251979434569492
walking_upstairs	24	tBodyAccelerationMeanZ	-0.114248610966102
walking_upstairs	24	tBodyAccelerationStdX	-0.344399351355932
walking_upstairs	24	tBodyAccelerationStdY	-0.116804488966102
walking_upstairs	24	tBodyAccelerationStdZ	-0.255601012881356
walking_upstairs	24	tGravityAccelerationMeanX	0.906369500508475
walking_upstairs	24	tGravityAccelerationMeanY	-0.237498409152542
walking_upstairs	24	tGravityAccelerationMeanZ	-0.227134869152542
walking_upstairs	24	tGravityAccelerationStdX	-0.962190567457627
walking_upstairs	24	tGravityAccelerationStdY	-0.916690779830509
walking_upstairs	24	tGravityAccelerationStdZ	-0.934952938983051
walking_upstairs	24	tBodyAccelerationJerkMeanX	0.0862310100338983
walking_upstairs	24	tBodyAccelerationJerkMeanY	-0.0150816047830508
walking_upstairs	24	tBodyAccelerationJerkMeanZ	-0.0132353651798305
walking_upstairs	24	tBodyAccelerationJerkStdX	-0.49876467220339
